t,bp_number,bp_number_hh,bp_number_tt,loc_x_coarse
8.49e-09,1.0,1.0,0.0,1.455e-06
8.5e-09,1.0,1.0,0.0,1.455e-06
8.51e-09,1.0,1.0,0.0,1.455e-06
8.52e-09,1.0,1.0,0.0,1.455e-06
8.53e-09,1.0,1.0,0.0,1.455e-06
8.54e-09,1.0,1.0,0.0,1.455e-06
8.55e-09,1.0,1.0,0.0,1.455e-06
8.56e-09,1.0,1.0,0.0,1.455e-06
8.57e-09,1.0,1.0,0.0,1.455e-06
8.58e-09,1.0,1.0,0.0,1.455e-06
8.59e-09,1.0,1.0,0.0,1.455e-06
8.6e-09,1.0,1.0,0.0,1.455e-06
8.61e-09,1.0,1.0,0.0,1.455e-06
8.62e-09,1.0,1.0,0.0,1.455e-06
8.63e-09,1.0,1.0,0.0,1.455e-06
8.64e-09,1.0,1.0,0.0,1.455e-06
8.65e-09,1.0,1.0,0.0,1.455e-06
8.66e-09,1.0,1.0,0.0,1.455e-06
8.67e-09,1.0,1.0,0.0,1.455e-06
8.68e-09,1.0,1.0,0.0,1.455e-06
8.69e-09,1.0,1.0,0.0,1.455e-06
8.7e-09,1.0,1.0,0.0,1.455e-06
8.71e-09,1.0,1.0,0.0,1.455e-06
8.72e-09,1.0,1.0,0.0,1.455e-06
8.73e-09,1.0,1.0,0.0,1.455e-06
8.74e-09,1.0,1.0,0.0,1.455e-06
8.75e-09,1.0,1.0,0.0,1.455e-06
8.76e-09,1.0,1.0,0.0,1.455e-06
8.77e-09,1.0,1.0,0.0,1.455e-06
8.78e-09,1.0,1.0,0.0,1.455e-06
8.79e-09,1.0,1.0,0.0,1.455e-06
8.8e-09,1.0,1.0,0.0,1.455e-06
8.81e-09,1.0,1.0,0.0,1.455e-06
8.82e-09,1.0,1.0,0.0,1.455e-06
8.83e-09,1.0,1.0,0.0,1.455e-06
8.84e-09,1.0,1.0,0.0,1.455e-06
8.85e-09,1.0,1.0,0.0,1.455e-06
8.86e-09,1.0,1.0,0.0,1.455e-06
8.87e-09,1.0,1.0,0.0,1.455e-06
8.88e-09,1.0,1.0,0.0,1.455e-06
8.89e-09,1.0,1.0,0.0,1.455e-06
8.9e-09,1.0,1.0,0.0,1.455e-06
8.91e-09,1.0,1.0,0.0,1.455e-06
8.92e-09,1.0,1.0,0.0,1.455e-06
8.93e-09,1.0,1.0,0.0,1.455e-06
8.94e-09,1.0,1.0,0.0,1.455e-06
8.95e-09,1.0,1.0,0.0,1.455e-06
8.96e-09,1.0,1.0,0.0,1.455e-06
8.97e-09,1.0,1.0,0.0,1.455e-06
8.98e-09,1.0,1.0,0.0,1.455e-06
8.99e-09,1.0,1.0,0.0,1.455e-06
9e-09,1.0,1.0,0.0,1.455e-06
9.01e-09,1.0,1.0,0.0,1.455e-06
9.02e-09,1.0,1.0,0.0,1.455e-06
9.03e-09,1.0,1.0,0.0,1.455e-06
9.04e-09,1.0,1.0,0.0,1.455e-06
9.05e-09,1.0,1.0,0.0,1.455e-06
9.06e-09,1.0,1.0,0.0,1.455e-06
9.07e-09,1.0,1.0,0.0,1.455e-06
9.08e-09,1.0,1.0,0.0,1.455e-06
9.09e-09,1.0,1.0,0.0,1.455e-06
9.1e-09,1.0,1.0,0.0,1.455e-06
9.11e-09,1.0,1.0,0.0,1.455e-06
9.12e-09,1.0,1.0,0.0,1.455e-06
9.13e-09,1.0,1.0,0.0,1.455e-06
9.14e-09,1.0,1.0,0.0,1.455e-06
9.15e-09,1.0,1.0,0.0,1.455e-06
9.16e-09,1.0,1.0,0.0,1.455e-06
9.17e-09,1.0,1.0,0.0,1.455e-06
9.18e-09,1.0,1.0,0.0,1.455e-06
9.19e-09,1.0,1.0,0.0,1.455e-06
9.2e-09,1.0,1.0,0.0,1.455e-06
9.21e-09,1.0,1.0,0.0,1.455e-06
9.22e-09,1.0,1.0,0.0,1.455e-06
9.23e-09,1.0,1.0,0.0,1.455e-06
9.24e-09,1.0,1.0,0.0,1.455e-06
9.25e-09,1.0,1.0,0.0,1.455e-06
9.26e-09,1.0,1.0,0.0,1.455e-06
9.27e-09,1.0,1.0,0.0,1.455e-06
9.28e-09,1.0,1.0,0.0,1.455e-06
9.29e-09,1.0,1.0,0.0,1.455e-06
9.3e-09,1.0,1.0,0.0,1.455e-06
9.31e-09,1.0,1.0,0.0,1.455e-06
9.32e-09,1.0,1.0,0.0,1.455e-06
9.33e-09,1.0,1.0,0.0,1.455e-06
9.34e-09,1.0,1.0,0.0,1.455e-06
9.35e-09,1.0,1.0,0.0,1.455e-06
9.36e-09,1.0,1.0,0.0,1.455e-06
9.37e-09,1.0,1.0,0.0,1.455e-06
9.38e-09,1.0,1.0,0.0,1.455e-06
9.39e-09,1.0,1.0,0.0,1.455e-06
9.4e-09,1.0,1.0,0.0,1.455e-06
9.41e-09,1.0,1.0,0.0,1.455e-06
9.42e-09,1.0,1.0,0.0,1.455e-06
9.43e-09,1.0,1.0,0.0,1.455e-06
9.44e-09,1.0,1.0,0.0,1.455e-06
9.45e-09,1.0,1.0,0.0,1.455e-06
9.46e-09,1.0,1.0,0.0,1.455e-06
9.47e-09,1.0,1.0,0.0,1.455e-06
9.48e-09,1.0,1.0,0.0,1.455e-06
9.49e-09,1.0,1.0,0.0,1.455e-06
9.5e-09,1.0,1.0,0.0,1.455e-06
9.51e-09,1.0,1.0,0.0,1.455e-06
9.52e-09,1.0,1.0,0.0,1.455e-06
9.53e-09,1.0,1.0,0.0,1.455e-06
9.54e-09,1.0,1.0,0.0,1.455e-06
9.55e-09,1.0,1.0,0.0,1.455e-06
9.56e-09,1.0,1.0,0.0,1.455e-06
9.57e-09,1.0,1.0,0.0,1.455e-06
9.58e-09,1.0,1.0,0.0,1.455e-06
9.59e-09,1.0,1.0,0.0,1.455e-06
9.6e-09,1.0,1.0,0.0,1.455e-06
9.61e-09,1.0,1.0,0.0,1.455e-06
9.62e-09,1.0,1.0,0.0,1.455e-06
9.63e-09,1.0,1.0,0.0,1.455e-06
9.64e-09,1.0,1.0,0.0,1.455e-06
9.65e-09,1.0,1.0,0.0,1.455e-06
9.66e-09,1.0,1.0,0.0,1.455e-06
9.67e-09,1.0,1.0,0.0,1.455e-06
9.68e-09,1.0,1.0,0.0,1.455e-06
9.69e-09,1.0,1.0,0.0,1.455e-06
9.7e-09,1.0,1.0,0.0,1.455e-06
9.71e-09,1.0,1.0,0.0,1.455e-06
9.72e-09,1.0,1.0,0.0,1.455e-06
9.73e-09,1.0,1.0,0.0,1.455e-06
9.74e-09,1.0,1.0,0.0,1.455e-06
9.75e-09,1.0,1.0,0.0,1.455e-06
9.76e-09,1.0,1.0,0.0,1.455e-06
9.77e-09,1.0,1.0,0.0,1.455e-06
9.78e-09,1.0,1.0,0.0,1.455e-06
9.79e-09,1.0,1.0,0.0,1.455e-06
9.8e-09,1.0,1.0,0.0,1.455e-06
9.81e-09,1.0,1.0,0.0,1.455e-06
9.82e-09,1.0,1.0,0.0,1.455e-06
9.83e-09,1.0,1.0,0.0,1.455e-06
9.84e-09,1.0,1.0,0.0,1.455e-06
9.85e-09,1.0,1.0,0.0,1.455e-06
9.86e-09,1.0,1.0,0.0,1.455e-06
9.87e-09,1.0,1.0,0.0,1.455e-06
9.88e-09,1.0,1.0,0.0,1.455e-06
9.89e-09,1.0,1.0,0.0,1.455e-06
9.9e-09,1.0,1.0,0.0,1.455e-06
9.91e-09,1.0,1.0,0.0,1.455e-06
9.92e-09,1.0,1.0,0.0,1.455e-06
9.93e-09,1.0,1.0,0.0,1.455e-06
9.94e-09,1.0,1.0,0.0,1.455e-06
9.95e-09,1.0,1.0,0.0,1.455e-06
9.96e-09,1.0,1.0,0.0,1.455e-06
9.97e-09,1.0,1.0,0.0,1.455e-06
9.98e-09,1.0,1.0,0.0,1.455e-06
9.99e-09,1.0,1.0,0.0,1.455e-06
1e-08,1.0,1.0,0.0,1.455e-06
1.001e-08,1.0,1.0,0.0,1.455e-06
1.002e-08,1.0,1.0,0.0,1.455e-06
1.003e-08,1.0,1.0,0.0,1.455e-06
1.004e-08,1.0,1.0,0.0,1.455e-06
1.005e-08,1.0,1.0,0.0,1.455e-06
1.006e-08,1.0,1.0,0.0,1.455e-06
1.007e-08,1.0,1.0,0.0,1.455e-06
1.008e-08,1.0,1.0,0.0,1.455e-06
1.009e-08,1.0,1.0,0.0,1.455e-06
1.01e-08,1.0,1.0,0.0,1.455e-06
1.011e-08,1.0,1.0,0.0,1.455e-06
1.012e-08,1.0,1.0,0.0,1.455e-06
1.013e-08,1.0,1.0,0.0,1.455e-06
1.014e-08,1.0,1.0,0.0,1.455e-06
1.015e-08,1.0,1.0,0.0,1.455e-06
1.016e-08,1.0,1.0,0.0,1.455e-06
1.017e-08,1.0,1.0,0.0,1.455e-06
1.018e-08,1.0,1.0,0.0,1.455e-06
1.019e-08,1.0,1.0,0.0,1.455e-06
1.02e-08,1.0,1.0,0.0,1.455e-06
1.021e-08,1.0,1.0,0.0,1.455e-06
1.022e-08,1.0,1.0,0.0,1.455e-06
1.023e-08,1.0,1.0,0.0,1.455e-06
1.024e-08,1.0,1.0,0.0,1.455e-06
1.025e-08,1.0,1.0,0.0,1.455e-06
1.026e-08,1.0,1.0,0.0,1.455e-06
1.027e-08,1.0,1.0,0.0,1.455e-06
1.028e-08,1.0,1.0,0.0,1.455e-06
1.029e-08,1.0,1.0,0.0,1.455e-06
1.03e-08,1.0,1.0,0.0,1.455e-06
1.031e-08,1.0,1.0,0.0,1.455e-06
1.032e-08,1.0,1.0,0.0,1.455e-06
1.033e-08,1.0,1.0,0.0,1.455e-06
1.034e-08,1.0,1.0,0.0,1.455e-06
1.035e-08,1.0,1.0,0.0,1.455e-06
1.036e-08,1.0,1.0,0.0,1.455e-06
1.037e-08,1.0,1.0,0.0,1.455e-06
1.038e-08,1.0,1.0,0.0,1.455e-06
1.039e-08,1.0,1.0,0.0,1.455e-06
1.04e-08,1.0,1.0,0.0,1.455e-06
1.041e-08,1.0,1.0,0.0,1.455e-06
1.042e-08,1.0,1.0,0.0,1.455e-06
1.043e-08,1.0,1.0,0.0,1.455e-06
1.044e-08,1.0,1.0,0.0,1.455e-06
1.045e-08,1.0,1.0,0.0,1.455e-06
1.046e-08,1.0,1.0,0.0,1.455e-06
1.047e-08,1.0,1.0,0.0,1.455e-06
1.048e-08,1.0,1.0,0.0,1.455e-06
1.049e-08,1.0,1.0,0.0,1.455e-06
1.05e-08,1.0,1.0,0.0,1.455e-06
1.051e-08,1.0,1.0,0.0,1.455e-06
1.052e-08,1.0,1.0,0.0,1.455e-06
1.053e-08,1.0,1.0,0.0,1.455e-06
1.054e-08,1.0,1.0,0.0,1.455e-06
1.055e-08,1.0,1.0,0.0,1.455e-06
1.056e-08,1.0,1.0,0.0,1.455e-06
1.057e-08,1.0,1.0,0.0,1.455e-06
1.058e-08,1.0,1.0,0.0,1.455e-06
1.059e-08,1.0,1.0,0.0,1.455e-06
1.06e-08,1.0,1.0,0.0,1.455e-06
1.061e-08,1.0,1.0,0.0,1.455e-06
1.062e-08,1.0,1.0,0.0,1.455e-06
1.063e-08,1.0,1.0,0.0,1.455e-06
1.064e-08,1.0,1.0,0.0,1.455e-06
1.065e-08,1.0,1.0,0.0,1.455e-06
1.066e-08,1.0,1.0,0.0,1.455e-06
1.067e-08,1.0,1.0,0.0,1.455e-06
1.068e-08,1.0,1.0,0.0,1.455e-06
1.069e-08,1.0,1.0,0.0,1.455e-06
1.07e-08,1.0,1.0,0.0,1.455e-06
1.071e-08,1.0,1.0,0.0,1.455e-06
1.072e-08,1.0,1.0,0.0,1.455e-06
1.073e-08,1.0,1.0,0.0,1.455e-06
1.074e-08,1.0,1.0,0.0,1.455e-06
1.075e-08,1.0,1.0,0.0,1.455e-06
1.076e-08,1.0,1.0,0.0,1.455e-06
1.077e-08,1.0,1.0,0.0,1.455e-06
1.078e-08,1.0,1.0,0.0,1.455e-06
1.079e-08,1.0,1.0,0.0,1.455e-06
1.08e-08,1.0,1.0,0.0,1.455e-06
1.081e-08,1.0,1.0,0.0,1.455e-06
1.082e-08,1.0,1.0,0.0,1.455e-06
1.083e-08,1.0,1.0,0.0,1.455e-06
1.084e-08,1.0,1.0,0.0,1.455e-06
1.085e-08,1.0,1.0,0.0,1.455e-06
1.086e-08,1.0,1.0,0.0,1.455e-06
1.087e-08,1.0,1.0,0.0,1.455e-06
1.088e-08,1.0,1.0,0.0,1.455e-06
1.089e-08,1.0,1.0,0.0,1.455e-06
1.09e-08,1.0,1.0,0.0,1.455e-06
1.091e-08,1.0,1.0,0.0,1.455e-06
1.092e-08,1.0,1.0,0.0,1.455e-06
1.093e-08,1.0,1.0,0.0,1.455e-06
1.094e-08,1.0,1.0,0.0,1.455e-06
1.095e-08,1.0,1.0,0.0,1.455e-06
1.096e-08,1.0,1.0,0.0,1.455e-06
1.097e-08,1.0,1.0,0.0,1.455e-06
1.098e-08,1.0,1.0,0.0,1.455e-06
1.099e-08,1.0,1.0,0.0,1.455e-06
1.1e-08,1.0,1.0,0.0,1.455e-06
1.101e-08,1.0,1.0,0.0,1.455e-06
1.102e-08,1.0,1.0,0.0,1.455e-06
1.103e-08,1.0,1.0,0.0,1.455e-06
1.104e-08,1.0,1.0,0.0,1.455e-06
1.105e-08,1.0,1.0,0.0,1.455e-06
1.106e-08,1.0,1.0,0.0,1.455e-06
1.107e-08,1.0,1.0,0.0,1.455e-06
1.108e-08,1.0,1.0,0.0,1.455e-06
1.109e-08,1.0,1.0,0.0,1.455e-06
1.11e-08,1.0,1.0,0.0,1.455e-06
1.111e-08,1.0,1.0,0.0,1.455e-06
1.112e-08,1.0,1.0,0.0,1.455e-06
1.113e-08,1.0,1.0,0.0,1.455e-06
1.114e-08,1.0,1.0,0.0,1.455e-06
1.115e-08,1.0,1.0,0.0,1.455e-06
1.116e-08,1.0,1.0,0.0,1.455e-06
1.117e-08,1.0,1.0,0.0,1.455e-06
1.118e-08,1.0,1.0,0.0,1.455e-06
1.119e-08,1.0,1.0,0.0,1.455e-06
1.12e-08,1.0,1.0,0.0,1.455e-06
1.121e-08,1.0,1.0,0.0,1.455e-06
1.122e-08,1.0,1.0,0.0,1.455e-06
1.123e-08,1.0,1.0,0.0,1.455e-06
1.124e-08,1.0,1.0,0.0,1.455e-06
1.125e-08,1.0,1.0,0.0,1.455e-06
1.126e-08,1.0,1.0,0.0,1.455e-06
1.127e-08,1.0,1.0,0.0,1.455e-06
1.128e-08,1.0,1.0,0.0,1.455e-06
1.129e-08,1.0,1.0,0.0,1.455e-06
1.13e-08,1.0,1.0,0.0,1.455e-06
1.131e-08,1.0,1.0,0.0,1.455e-06
1.132e-08,1.0,1.0,0.0,1.455e-06
1.133e-08,1.0,1.0,0.0,1.455e-06
1.134e-08,1.0,1.0,0.0,1.455e-06
1.135e-08,1.0,1.0,0.0,1.455e-06
1.136e-08,1.0,1.0,0.0,1.455e-06
1.137e-08,1.0,1.0,0.0,1.455e-06
1.138e-08,1.0,1.0,0.0,1.455e-06
1.139e-08,1.0,1.0,0.0,1.455e-06
1.14e-08,1.0,1.0,0.0,1.455e-06
1.141e-08,1.0,1.0,0.0,1.455e-06
1.142e-08,1.0,1.0,0.0,1.455e-06
1.143e-08,1.0,1.0,0.0,1.455e-06
1.144e-08,1.0,1.0,0.0,1.455e-06
1.145e-08,1.0,1.0,0.0,1.455e-06
1.146e-08,1.0,1.0,0.0,1.455e-06
1.147e-08,1.0,1.0,0.0,1.455e-06
1.148e-08,1.0,1.0,0.0,1.455e-06
1.149e-08,1.0,1.0,0.0,1.455e-06
1.15e-08,1.0,1.0,0.0,1.455e-06
1.151e-08,1.0,1.0,0.0,1.455e-06
1.152e-08,1.0,1.0,0.0,1.455e-06
1.153e-08,1.0,1.0,0.0,1.455e-06
1.154e-08,1.0,1.0,0.0,1.455e-06
1.155e-08,1.0,1.0,0.0,1.455e-06
1.156e-08,1.0,1.0,0.0,1.455e-06
1.157e-08,1.0,1.0,0.0,1.455e-06
1.158e-08,1.0,1.0,0.0,1.455e-06
1.159e-08,1.0,1.0,0.0,1.455e-06
1.16e-08,1.0,1.0,0.0,1.455e-06
1.161e-08,1.0,1.0,0.0,1.455e-06
1.162e-08,1.0,1.0,0.0,1.455e-06
1.163e-08,1.0,1.0,0.0,1.455e-06
1.164e-08,1.0,1.0,0.0,1.455e-06
1.165e-08,1.0,1.0,0.0,1.455e-06
1.166e-08,1.0,1.0,0.0,1.455e-06
1.167e-08,1.0,1.0,0.0,1.455e-06
1.168e-08,1.0,1.0,0.0,1.455e-06
1.169e-08,1.0,1.0,0.0,1.455e-06
1.17e-08,1.0,1.0,0.0,1.455e-06
1.171e-08,1.0,1.0,0.0,1.455e-06
1.172e-08,1.0,1.0,0.0,1.455e-06
1.173e-08,1.0,1.0,0.0,1.455e-06
1.174e-08,1.0,1.0,0.0,1.455e-06
1.175e-08,1.0,1.0,0.0,1.455e-06
1.176e-08,1.0,1.0,0.0,1.455e-06
1.177e-08,1.0,1.0,0.0,1.455e-06
1.178e-08,1.0,1.0,0.0,1.455e-06
1.179e-08,1.0,1.0,0.0,1.455e-06
1.18e-08,1.0,1.0,0.0,1.455e-06
1.181e-08,1.0,1.0,0.0,1.455e-06
1.182e-08,1.0,1.0,0.0,1.455e-06
1.183e-08,1.0,1.0,0.0,1.455e-06
1.184e-08,1.0,1.0,0.0,1.455e-06
1.185e-08,1.0,1.0,0.0,1.455e-06
1.186e-08,1.0,1.0,0.0,1.455e-06
1.187e-08,1.0,1.0,0.0,1.455e-06
1.188e-08,1.0,1.0,0.0,1.455e-06
1.189e-08,1.0,1.0,0.0,1.455e-06
1.19e-08,1.0,1.0,0.0,1.455e-06
1.191e-08,1.0,1.0,0.0,1.455e-06
1.192e-08,1.0,1.0,0.0,1.455e-06
1.193e-08,1.0,1.0,0.0,1.455e-06
1.194e-08,1.0,1.0,0.0,1.455e-06
1.195e-08,1.0,1.0,0.0,1.455e-06
1.196e-08,1.0,1.0,0.0,1.455e-06
1.197e-08,1.0,1.0,0.0,1.455e-06
1.198e-08,1.0,1.0,0.0,1.455e-06
1.199e-08,1.0,1.0,0.0,1.455e-06
1.2e-08,1.0,1.0,0.0,1.455e-06
1.201e-08,1.0,1.0,0.0,1.455e-06
1.202e-08,1.0,1.0,0.0,1.455e-06
1.203e-08,1.0,1.0,0.0,1.455e-06
1.204e-08,1.0,1.0,0.0,1.455e-06
1.205e-08,1.0,1.0,0.0,1.455e-06
1.206e-08,1.0,1.0,0.0,1.455e-06
1.207e-08,1.0,1.0,0.0,1.455e-06
1.208e-08,1.0,1.0,0.0,1.455e-06
1.209e-08,1.0,1.0,0.0,1.455e-06
1.21e-08,1.0,1.0,0.0,1.455e-06
1.211e-08,1.0,1.0,0.0,1.455e-06
1.212e-08,1.0,1.0,0.0,1.455e-06
1.213e-08,1.0,1.0,0.0,1.455e-06
1.214e-08,1.0,1.0,0.0,1.455e-06
1.215e-08,1.0,1.0,0.0,1.455e-06
1.216e-08,1.0,1.0,0.0,1.455e-06
1.217e-08,1.0,1.0,0.0,1.455e-06
1.218e-08,1.0,1.0,0.0,1.455e-06
1.219e-08,1.0,1.0,0.0,1.455e-06
1.22e-08,1.0,1.0,0.0,1.455e-06
1.221e-08,1.0,1.0,0.0,1.455e-06
1.222e-08,1.0,1.0,0.0,1.455e-06
1.223e-08,1.0,1.0,0.0,1.455e-06
1.224e-08,1.0,1.0,0.0,1.455e-06
1.225e-08,1.0,1.0,0.0,1.455e-06
1.226e-08,1.0,1.0,0.0,1.455e-06
1.227e-08,1.0,1.0,0.0,1.455e-06
1.228e-08,1.0,1.0,0.0,1.455e-06
1.229e-08,1.0,1.0,0.0,1.455e-06
1.23e-08,1.0,1.0,0.0,1.455e-06
1.231e-08,1.0,1.0,0.0,1.455e-06
1.232e-08,1.0,1.0,0.0,1.455e-06
1.233e-08,1.0,1.0,0.0,1.455e-06
1.234e-08,1.0,1.0,0.0,1.455e-06
1.235e-08,1.0,1.0,0.0,1.455e-06
1.236e-08,1.0,1.0,0.0,1.455e-06
1.237e-08,1.0,1.0,0.0,1.455e-06
1.238e-08,1.0,1.0,0.0,1.455e-06
1.239e-08,1.0,1.0,0.0,1.455e-06
1.24e-08,1.0,1.0,0.0,1.455e-06
1.241e-08,1.0,1.0,0.0,1.455e-06
1.242e-08,1.0,1.0,0.0,1.455e-06
1.243e-08,1.0,1.0,0.0,1.455e-06
1.244e-08,1.0,1.0,0.0,1.455e-06
1.245e-08,1.0,1.0,0.0,1.455e-06
1.246e-08,1.0,1.0,0.0,1.455e-06
1.247e-08,1.0,1.0,0.0,1.455e-06
1.248e-08,1.0,1.0,0.0,1.455e-06
1.249e-08,1.0,1.0,0.0,1.455e-06
1.25e-08,1.0,1.0,0.0,1.455e-06
1.251e-08,1.0,1.0,0.0,1.455e-06
1.252e-08,1.0,1.0,0.0,1.455e-06
1.253e-08,1.0,1.0,0.0,1.455e-06
1.254e-08,1.0,1.0,0.0,1.455e-06
1.255e-08,1.0,1.0,0.0,1.455e-06
1.256e-08,1.0,1.0,0.0,1.455e-06
1.257e-08,1.0,1.0,0.0,1.455e-06
1.258e-08,1.0,1.0,0.0,1.455e-06
1.259e-08,1.0,1.0,0.0,1.455e-06
1.26e-08,1.0,1.0,0.0,1.455e-06
1.261e-08,1.0,1.0,0.0,1.455e-06
1.262e-08,1.0,1.0,0.0,1.455e-06
1.263e-08,1.0,1.0,0.0,1.455e-06
1.264e-08,1.0,1.0,0.0,1.455e-06
1.265e-08,1.0,1.0,0.0,1.455e-06
1.266e-08,1.0,1.0,0.0,1.455e-06
1.267e-08,1.0,1.0,0.0,1.455e-06
1.268e-08,1.0,1.0,0.0,1.455e-06
1.269e-08,1.0,1.0,0.0,1.455e-06
1.27e-08,1.0,1.0,0.0,1.455e-06
1.271e-08,1.0,1.0,0.0,1.455e-06
1.272e-08,1.0,1.0,0.0,1.455e-06
